Ticker,Name,Sector,Industry,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Price,MA10,MA30,Volume / VMA10,EPS RS (%),TTM EPS,Rev RS (%),TTM RPS,TTM PE
4933,友輝,Technology,Electronic Components,-4.17,2.88,-0.74,-7.81,1.67,29.96,73,68.1,69.73,65.4,1.26,-3.03,6.38,-4.23,33.04,10.67
2392,正崴,Technology,Electronic Components,-4.19,4.42,9.46,30.24,-8.36,2.97,73,59.8,65.27,63.84,0.57,-118.31,4.19,-21.0,205.187,14.27
8121,越峰,Technology,Electronic Components,-4.23,-0.72,16.08,22.13,-12.11,-12.57,73,34.85,38.89,38.01,0.53,165.94,0.45,5.36,13.353,77.44
5460,同協,Industrials,Metal Fabrication,-4.27,6.67,21.03,-19.25,-10.81,4.52,73,16.4,17.4,15.32,0.37,109.2,0.09,-6.84,5.33,182.22
1402,遠東新,Consumer Cyclical,Textile Manufacturing,-4.31,0.77,0.78,-6.89,-10.68,-4.14,73,36.45,36.6,34.92,0.93,48.19,1.89,-7.95,52.996,19.29
2890,永豐金,Financial Services,Banks—Regional,-4.38,-1.07,2.55,4.24,-2.62,4.46,73,23.45,24.32,23.5,1.05,-20.83,1.72,-2.76,4.519,13.63
5398,慕康生醫,Healthcare,Drug Manufacturers—Specialty & Generic,-4.39,2.93,0.2,-5.11,8.46,-7.1,72,18.3,17.99,18.03,0.37,576.02,-0.52,13.97,3.843,
2534,宏盛,Real Estate,Real Estate—Development,-4.4,-2.23,0.82,-1.5,-6.07,-9.8,72,25.55,26.12,26.14,0.42,-260.13,0.46,-44.22,3.403,55.54
2834,臺企銀,Financial Services,Banks—Regional,-4.41,-0.04,2.86,2.43,-1.98,-6.04,72,15.4,15.75,15.56,0.7,16.03,1.16,-8.0,3.097,13.28
5236,凌陽創新,Technology,Semiconductors,-4.43,-1.79,-3.46,-13.63,-5.61,47.86,72,176.5,168.65,161.4,1.55,-17.86,8.22,-14.22,29.041,21.47
5206,坤悅,Real Estate,Real Estate—Development,-4.5,-0.87,21.73,16.06,20.04,29.62,72,38.3,44.65,41.6,0.29,8399999968.94,1.76,34.97,17.478,21.76
4979,華星光,Technology,Semiconductors,-4.57,-1.96,-33.44,-32.39,-18.29,25.81,72,154.0,125.3,125.51,1.71,-7.7,4.14,-14.57,24.477,37.2
1309,台達化,Basic Materials,Specialty Chemicals,-4.62,12.14,-14.0,-17.79,-27.12,-21.27,72,18.6,18.6,17.2,1.58,82.25,-0.82,7.77,42.196,
2812,台中銀,Financial Services,Banks—Regional,-4.62,-0.56,0.93,-9.63,-4.78,4.49,72,17.9,17.96,17.47,0.77,-2.83,1.44,-4.64,3.15,12.43
2451,創見,Technology,Computer Hardware,-4.68,-0.69,0.96,10.52,-1.68,-0.57,72,101.0,100.13,102.72,0.98,-3.53,3.5,-20.09,24.43,28.86
8473,山林水,Industrials,Waste Management,-4.7,3.09,7.96,13.49,14.85,-2.18,72,42.05,44.43,44.43,0.55,-122.03,1.36,-25.61,20.097,30.92
8349A,恒耀甲特,Industrials,Tools & Accessories,-4.78,-2.74,-2.43,-18.27,-12.36,-8.73,72,48.4,47.28,45.39,3.04,,3.247,-10.91,84.455,14.91
2228,劍麟,Consumer Cyclical,Auto Parts,-4.8,-1.66,9.1,-6.69,-3.61,-4.93,72,108.5,107.17,106.18,0.63,-68.05,8.93,-14.58,66.45,12.15
6225,天瀚,Technology,Consumer Electronics,-4.83,-8.19,0.47,-1.92,15.27,7.05,72,15.85,15.61,16.02,1.07,-222.03,0.36,-61.31,2.054,44.03
2885,元大金,Financial Services,Financial Conglomerates,-4.84,-1.66,-1.5,-5.58,0.49,5.77,72,31.55,31.39,31.14,0.83,-16.08,2.25,-5.51,12.52,14.02
6257,矽格,Technology,Semiconductor Equipment & Materials,-4.87,-6.8,-3.16,-6.55,0.93,7.38,72,77.7,74.61,75.8,1.08,-7.51,5.16,-2.15,36.675,15.06
1240,茂生農經,Consumer Defensive,Farm Products,-4.88,-3.46,0.06,-12.01,-4.75,-1.66,72,53.1,52.34,51.08,0.28,-16.12,4.52,-11.82,70.602,11.75
3709,鑫聯大投控,Technology,Electronics & Computer Distribution,-4.9,-13.83,-14.18,-17.99,-16.6,3.13,72,28.9,26.16,25.62,5.42,79.17,1.23,1.17,225.854,23.5
5538,東明-KY,Basic Materials,Steel,-4.94,5.79,4.2,-26.6,-25.43,-13.29,72,36.4,35.88,32.91,0.59,26.23,1.84,-0.47,58.069,19.78
3054,立萬利,Healthcare,Drug Manufacturers—Specialty & Generic,-4.96,-3.48,-7.04,-21.19,-13.78,-1.26,72,22.8,21.78,20.93,1.04,339.13,-0.09,7.03,0.824,
6859,伯特光,Industrials,Metal Fabrication,-4.98,2.52,-6.85,-17.96,-3.71,-9.44,71,138.0,134.35,130.13,1.16,-27.65,1.56,8.31,15.572,88.46
8410,森田,Basic Materials,Specialty Chemicals,-5.03,-3.16,6.38,-1.35,1.97,53.31,71,78.9,82.83,77.63,0.44,-9.26,6.51,-2.69,31.258,12.12
8367,建新國際,Industrials,Marine Shipping,-5.04,-0.49,0.19,-8.42,-11.77,-2.97,71,50.4,50.83,49.18,0.41,43.78,3.08,4.86,27.665,16.36
4938,和碩,Technology,Computer Hardware,-5.06,-3.05,-1.22,-6.79,3.58,5.3,71,102.5,102.25,103.3,0.87,21.29,6.86,-24.59,436.183,14.94
1416,廣豐,Technology,Information Technology Services,-5.07,-3.36,-7.22,-17.52,-9.26,0.55,71,13.3,12.73,12.7,1.26,-38.55,0.94,-11.38,1.596,14.15
3033,威健,Technology,Electronics & Computer Distribution,-5.16,-4.5,-5.54,-4.01,-8.61,-8.68,71,35.65,34.04,35.33,2.19,37.71,2.07,5.73,181.86,17.22
4763,材料-KY,Basic Materials,Chemicals,-5.16,0.43,-3.88,-19.33,5.51,24.97,71,849.0,823.26,769.24,0.74,-9.45,75.99,-18.89,141.931,11.17
3593,力銘,Technology,Electronic Components,-5.16,1.66,1.49,-0.57,-20.63,-15.8,71,13.95,15.29,14.04,0.48,-1.98,-0.47,-21.64,9.48,
2618,長榮航,Industrials,Airlines,-5.17,-4.63,-2.74,-10.98,-17.12,-1.76,71,36.4,35.58,35.24,0.52,23.31,4.36,-6.88,39.749,8.35
6005,群益證,Financial Services,Capital Markets,-5.22,-1.19,1.52,10.84,9.28,8.26,71,21.45,21.56,22.91,0.73,-4.4,2.09,23.76,5.98,10.26
1110,東泥,Basic Materials,Building Materials,-5.26,-2.4,3.12,-12.45,-18.74,-5.65,71,21.75,22.28,21.19,0.64,15.33,0.23,-5.46,4.056,94.57
5212,凌網,Technology,Software—Infrastructure,-5.28,2.84,-1.67,-11.75,8.98,2.63,71,61.7,60.34,61.78,1.86,5.01,4.28,-14.2,30.687,14.42
6290,良維,Industrials,Electrical Equipment & Parts,-5.31,-7.84,0.81,0.68,16.81,-4.89,71,85.4,83.81,86.05,1.44,-20.25,6.31,-9.62,49.151,13.53
4305,世坤,Consumer Cyclical,Auto Parts,-5.38,2.76,4.66,-4.36,-4.49,15.15,71,45.4,45.67,44.37,1.74,-9.83,3.68,0.46,18.283,12.34
3499,環天科,Technology,Scientific & Technical Instruments,-5.41,-5.58,-14.6,-9.12,-5.97,-0.4,71,22.85,20.9,21.29,5.51,-84.02,-0.23,-11.79,7.09,
8435,鉅邁,Basic Materials,Chemicals,-5.46,-4.8,-1.51,-15.57,-0.12,-4.18,71,74.4,72.34,71.95,1.88,29.1,4.6,-6.26,21.569,16.17
1102,亞泥,Basic Materials,Building Materials,-5.49,0.15,-2.91,-15.04,-15.92,-8.63,71,46.0,45.27,43.61,0.72,24.72,3.37,-9.27,22.649,13.65
6573,虹揚-KY,Technology,Semiconductors,-5.51,-1.57,-8.49,-21.19,-25.51,-12.24,71,15.7,14.92,14.41,0.56,-14.9,-3.13,-15.99,13.651,
9911,櫻花,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-5.52,-3.0,2.1,-3.97,8.57,0.51,71,86.6,88.48,88.31,1.54,-14.66,6.01,-9.66,41.825,14.41
6510,精測,Technology,Semiconductor Equipment & Materials,-5.53,-6.29,-17.61,-28.91,-20.09,-8.54,70,557.0,503.6,481.35,2.46,148.86,3.34,-9.11,87.325,166.77
5515,建國,Industrials,Engineering & Construction,-5.54,-0.51,4.65,3.98,16.64,22.4,70,21.8,22.5,23.17,0.49,-32.46,1.94,5.22,18.609,11.24
1777,生泰,Healthcare,Biotechnology,-5.54,-1.13,-2.88,-13.65,-18.02,-7.57,70,96.1,94.83,91.37,1.21,-0.66,6.81,2.84,25.053,14.11
8466,美吉吉-KY,Industrials,Building Products & Equipment,-5.56,1.92,6.86,-2.53,-11.26,6.38,70,56.9,59.62,57.3,1.02,305.16,0.1,15.52,46.119,569.0
8277,商丞,Technology,Semiconductors,-5.63,-0.29,-8.91,11.58,-11.5,0.95,70,14.05,14.17,13.85,0.65,4.75,-0.65,19.42,2.851,
5902,德記,Consumer Defensive,Food Distribution,-5.64,-3.1,1.51,-15.84,-21.56,-11.12,70,38.85,40.18,37.09,0.32,13.63,2.01,12.81,22.389,19.33
6125,廣運,Industrials,Specialty Industrial Machinery,-5.65,-0.43,3.7,14.47,12.45,12.11,70,87.7,92.27,96.8,0.38,-1997.08,1.82,-36.47,15.583,48.19
6194,育富,Technology,Electronic Components,-5.71,9.24,5.18,-13.77,-8.74,11.43,70,40.6,42.45,38.57,0.41,1.7,3.43,0.28,27.505,11.84
6214,精誠,Technology,Information Technology Services,-5.76,-5.78,-7.2,-15.6,-5.92,12.45,70,127.0,122.2,122.82,0.64,-12.76,6.95,-15.94,151.613,18.27
5356,協益,Technology,Electronic Components,-5.76,-0.55,-4.68,-3.13,6.88,7.41,70,36.65,36.4,36.81,0.73,-8.4,6.8,-12.54,35.067,5.39
3209,全科,Technology,Communication Equipment,-5.81,-8.2,-11.75,-17.92,-17.49,-11.86,70,38.95,36.13,35.92,6.47,-1.94,2.85,-17.79,213.803,13.67
5523,豐謙,Real Estate,Real Estate Services,-5.81,-3.46,-0.66,-12.79,-5.21,2.59,70,31.05,30.81,30.29,0.49,-391.08,1.58,-17143.04,10.882,19.65
5525,順天,Real Estate,Real Estate—Development,-5.81,-3.52,4.02,2.38,3.21,2.54,70,33.05,35.41,34.92,0.41,-24.54,3.07,13.72,21.813,10.77
5489,彩富,Technology,Consumer Electronics,-5.82,-2.0,1.15,-1.26,-13.05,-12.46,70,41.65,42.82,41.32,1.3,17.7,0.83,10.55,16.428,50.18
1713,國化,Basic Materials,Specialty Chemicals,-5.83,-0.38,7.37,10.22,8.61,12.57,70,51.6,55.18,52.39,0.76,116.97,3.75,8.05,3.432,13.76
3557,嘉威,Consumer Cyclical,Specialty Retail,-5.85,-2.31,-2.98,-4.6,-16.06,-1.51,70,73.0,72.98,72.83,1.59,-111.25,6.76,-26.53,68.841,10.8
2838,聯邦銀,Financial Services,Banks—Regional,-5.87,-3.25,-2.75,-12.34,-12.63,-9.74,70,15.25,15.12,14.85,0.67,-40.35,1.0,-5.1,4.543,15.25
9939,宏全,Consumer Cyclical,Packaging & Containers,-5.89,0.45,1.09,0.88,8.88,11.37,70,156.0,160.39,161.01,0.99,-1.69,9.86,0.56,94.154,15.82
3045,台灣大,Communication Services,Telecom Services,-5.93,-3.26,2.08,-8.57,-11.32,-5.85,70,112.0,112.65,107.65,0.71,-3.35,4.33,-11.04,65.584,25.87
1539,巨庭,Industrials,Specialty Industrial Machinery,-5.97,8.2,24.97,-22.77,-17.5,-17.28,69,26.85,28.51,25.48,0.32,-44.33,1.65,-29.53,23.462,16.27
8450,霹靂,Communication Services,Entertainment,-5.98,-1.04,-11.43,-4.37,-16.04,-11.08,69,26.1,24.34,24.54,1.34,1004.75,-2.41,-21.66,5.57,
3003,健和興,Industrials,Electrical Equipment & Parts,-6.01,-0.74,17.49,-18.33,-21.96,-9.75,69,81.7,88.32,79.98,0.4,8.35,3.69,1.01,26.838,22.14
2596,綠意,Real Estate,Real Estate Services,-6.01,-5.24,17.11,11.26,15.57,14.7,69,36.6,41.65,40.16,0.42,-255.89,0.79,-200.71,9.621,46.33
1220,台榮,Consumer Defensive,Packaged Foods,-6.02,-2.02,-0.7,-15.34,-11.08,-11.31,69,16.2,16.27,15.77,0.82,34.4,1.31,-14.07,19.167,12.37
1537,廣隆,Industrials,Electrical Equipment & Parts,-6.08,-3.6,-4.87,-17.35,-13.51,-10.53,69,150.5,148.15,144.5,0.58,18.61,9.68,6.78,88.262,15.55
1582,信錦,Technology,Electronic Components,-6.13,-1.45,7.91,12.98,9.47,14.99,69,98.5,106.85,102.65,0.64,8.84,7.49,-2.91,70.208,13.15
3551,世禾,Technology,Semiconductor Equipment & Materials,-6.15,-9.39,-2.4,1.36,31.8,21.08,69,105.5,102.42,105.56,0.75,15.49,5.69,-2.0,42.51,18.54
1565,精華,Healthcare,Medical Instruments & Supplies,-6.16,-2.22,-17.87,-24.86,-22.08,-20.65,69,203.5,183.15,185.07,1.61,-24.04,11.21,-17.59,84.978,18.15
6829,千附精密,Industrials,Specialty Industrial Machinery,-6.21,1.38,-12.25,-18.32,-14.12,-8.44,69,121.0,115.9,114.95,0.79,17.63,4.68,4.81,32.608,25.85
9917,中保科,Industrials,Security & Protection Services,-6.22,-3.25,7.0,-12.79,-9.12,-2.02,69,136.0,141.05,132.62,0.78,8.98,6.2,-10.08,39.163,21.94
3673,TPK-KY,Technology,Electronic Components,-6.22,3.5,6.74,-3.7,-10.24,-2.66,69,41.15,42.83,40.87,0.51,113.21,1.34,-1.89,174.063,30.71
8354,冠好,Basic Materials,Specialty Chemicals,-6.24,-0.88,1.83,-15.05,-14.82,5.95,69,17.25,17.72,16.46,0.39,-73.82,1.71,-11.65,7.931,10.09
3219,倚強科,Industrials,Specialty Industrial Machinery,-6.25,2.89,1.16,12.91,-31.68,-18.29,69,51.0,52.58,49.19,1.08,161.08,0.8,31.74,16.966,63.75
2880,華南金,Financial Services,Banks—Regional,-6.32,-3.44,-0.09,-5.54,-11.2,-5.93,69,25.35,25.73,25.23,0.49,-13.23,1.61,-4.86,4.372,15.75
8429,金麗-KY,Consumer Cyclical,Apparel Manufacturing,-6.38,1.74,-17.3,-20.38,-22.57,-3.76,69,11.2,10.04,10.03,4.19,300.82,-0.03,-43.1,1.169,
1443,立益物流,Industrials,Integrated Freight & Logistics,-6.39,-2.61,-4.49,-15.92,-14.55,-6.84,69,32.65,32.49,31.6,0.2,-73.6,1.99,-9.71,6.118,16.41
6188,廣明,Technology,Computer Hardware,-6.39,-1.2,-5.5,3.31,1.95,4.83,69,97.6,99.27,101.66,0.52,-86.57,3.76,-37.66,34.388,25.96
6552,易華電,Technology,Semiconductors,-6.4,0.89,1.14,12.31,-18.39,-6.74,69,45.25,47.79,47.21,0.7,92.25,0.83,2.76,24.555,54.52
8423,保綠-KY,Consumer Cyclical,Auto Parts,-6.44,-4.28,0.55,-7.15,-5.25,9.39,68,22.7,22.87,22.1,0.37,-23.89,0.88,-2.22,10.949,25.8
1817,凱撒衛,Consumer Defensive,Household & Personal Products,-6.44,-2.62,-1.9,-18.71,-14.96,-8.79,68,41.3,41.35,39.78,0.92,11.88,4.2,-0.73,36.671,9.83
5475,德宏,Consumer Cyclical,Textile Manufacturing,-6.54,1.1,5.0,-2.14,-28.07,-13.06,68,13.85,14.58,13.33,0.68,25.25,-1.4,19.23,3.965,
9907,統一實,Consumer Cyclical,Packaging & Containers,-6.55,-3.19,-8.98,-23.81,-28.93,-15.95,68,16.75,16.24,15.39,1.03,123.83,0.44,14.09,23.705,38.07
6284,佳邦,Technology,Electronic Components,-6.56,-7.22,-5.25,4.89,10.04,21.14,68,89.7,86.61,87.57,1.97,-7.19,4.19,-5.54,48.316,21.41
2809,京城銀,Financial Services,Banks—Regional,-6.58,0.48,1.42,9.78,20.56,4.35,68,53.3,53.95,57.31,1.04,-61.76,6.38,-12.37,9.851,8.35
6206,飛捷,Technology,Computer Hardware,-6.63,-5.39,-1.23,8.07,-2.52,-4.38,68,84.6,85.65,87.67,0.84,26.67,5.47,10.02,28.079,15.47
6183,關貿,Industrials,Specialty Business Services,-6.69,-6.16,-6.41,-15.68,-5.34,-3.16,68,76.9,75.07,74.51,0.77,-1.74,3.1,-15.1,15.931,24.81
6541,泰福-KY,Healthcare,Biotechnology,-6.69,1.06,6.92,-12.28,-37.89,-25.66,68,63.7,64.53,54.12,0.87,28.69,-12.8,86.78,0.247,
2937,集雅社,Consumer Cyclical,Specialty Retail,-6.7,-6.72,-8.0,-16.29,-4.77,-7.88,68,36.2,34.51,34.92,2.02,47.09,2.73,-10.37,106.892,13.26
3607,谷崧,Consumer Cyclical,Packaging & Containers,-6.71,-1.06,12.6,-6.57,-6.12,5.45,68,19.3,20.77,19.13,0.42,920.83,-0.86,7.75,22.487,
3711,日月光投控,Technology,Semiconductors,-6.74,-6.75,-8.99,-0.94,7.2,4.26,68,155.0,151.1,156.08,0.75,-9.69,7.98,-11.91,136.449,19.42
4161,聿新科,Healthcare,Medical Devices,-6.74,-0.64,-11.6,-17.87,-9.37,-7.94,68,36.3,34.65,34.44,1.6,4.85,2.18,-19.62,17.827,16.65
6426,統新,Technology,Communication Equipment,-6.76,-5.94,-14.85,-25.62,-15.69,-0.72,68,75.3,65.69,66.14,3.86,-48.42,-2.47,-31.95,9.868,
3357,臺慶科,Technology,Electronic Components,-6.78,-7.14,0.68,-6.28,-6.25,-3.24,68,130.5,132.7,129.55,0.41,23.24,5.49,6.37,46.091,23.77
2006,東和鋼鐵,Basic Materials,Steel,-6.81,-0.99,0.61,-16.79,-6.5,9.81,68,77.5,77.72,73.14,0.82,-5.58,6.49,-10.78,85.139,11.94
3010,華立,Technology,Electronics & Computer Distribution,-6.82,-4.03,1.14,10.7,14.87,0.66,68,124.5,126.9,129.82,0.68,-11.68,8.23,3.28,308.996,15.13
2548,華固,Real Estate,Real Estate—Development,-6.83,0.06,12.8,8.71,12.52,-1.71,68,124.5,137.95,141.69,1.09,-4.88,7.52,-71.81,36.901,16.56
2912,統一超,Consumer Defensive,Grocery Stores,-6.84,-3.74,-5.29,-19.26,-16.01,-7.95,67,294.0,288.8,279.03,0.69,1.24,11.08,-9.03,315.396,26.53
1717,長興,Basic Materials,Specialty Chemicals,-6.86,-2.21,-11.17,-17.03,-10.39,-12.29,67,32.65,31.44,31.28,1.14,-20.57,1.6,-3.98,37.018,20.41
2884,玉山金,Financial Services,Banks—Regional,-6.88,-5.18,-4.09,-11.49,-8.97,-2.17,67,28.15,27.75,27.65,0.8,-1.78,1.49,-5.8,4.229,18.89
1626,艾美特-KY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-6.93,-7.7,-13.52,-24.38,-20.05,-9.86,67,17.45,16.18,16.04,2.92,201.2,-0.79,55.57,52.283,
1475,業旺,Consumer Cyclical,Textile Manufacturing,-6.97,-0.26,1.56,-7.05,-17.55,-26.31,67,58.3,61.72,59.68,0.84,0.67,5.88,22.75,28.601,9.91
4728,雙美,Healthcare,Biotechnology,-6.99,-2.72,7.55,22.52,-7.37,1.16,67,256.5,274.45,273.85,1.32,-6.96,13.06,-6.96,32.311,19.64
1709,和益,Basic Materials,Chemicals,-7.01,-0.21,-1.31,-11.63,-26.33,-16.53,67,22.95,23.76,22.08,0.72,32.01,1.38,8.04,19.943,16.63
4540,全球傳動,Industrials,Tools & Accessories,-7.03,1.32,10.06,-13.33,-15.83,-18.82,67,37.5,42.74,37.26,0.2,-29.91,-3.83,-7.59,23.754,
2852,第一保,Financial Services,Insurance—Property & Casualty,-7.05,-3.99,-0.4,1.23,-1.72,5.32,67,22.25,22.76,23.03,0.62,3.23,2.92,-4.78,25.524,7.62
1319,東陽,Consumer Cyclical,Auto Parts,-7.05,-6.09,-1.6,-2.46,41.89,18.53,67,104.0,100.32,108.86,0.92,-10.09,6.73,-11.4,42.384,15.45
9930,中聯資源,Basic Materials,Building Materials,-7.11,-5.22,-5.94,-11.87,-8.21,1.44,67,65.9,65.47,65.25,1.08,3.58,4.07,-1.3,50.02,16.19
2476,鉅祥,Industrials,Specialty Industrial Machinery,-7.12,-2.3,15.06,35.78,8.46,24.73,67,86.7,97.57,93.49,0.48,4.28,4.37,0.17,30.49,19.84
8092,建暐,Industrials,Specialty Industrial Machinery,-7.14,9.72,10.8,39.23,97.99,2.35,67,22.35,24.84,26.63,1.29,-136.32,-0.12,-19.67,8.291,
6517,保勝光學,Technology,Electronic Components,-7.16,-11.51,-30.4,-23.92,-26.04,-15.01,67,82.3,70.18,73.6,2.31,-63.47,3.77,-29.4,15.624,21.83
6574,霈方,Consumer Defensive,Household & Personal Products,-7.17,-4.34,-5.48,-23.65,-19.77,-13.17,67,54.1,53.42,50.95,0.1,418.57,1.63,-10.31,27.454,33.19
1474,弘裕,Consumer Cyclical,Textile Manufacturing,-7.25,-9.57,-14.92,-8.42,-12.42,-6.0,67,13.5,12.64,13.34,1.26,-9.95,0.7,-4.41,21.548,19.29
3088,艾訊,Technology,Computer Hardware,-7.32,-8.24,-10.9,-8.13,-8.7,3.96,67,94.8,88.81,91.97,2.15,-17.64,6.37,-7.26,61.956,14.88
3490,單井,Technology,Semiconductor Equipment & Materials,-7.36,-1.75,3.43,31.08,-6.19,-12.6,67,31.65,33.39,34.02,0.34,-420.25,2.81,-1.95,5.494,11.26
6230,尼得科超眾,Technology,Electronic Components,-7.39,-4.64,1.23,39.64,9.15,-8.74,67,218.0,227.95,265.05,1.05,-293.01,3.66,-19.53,102.8,59.56
5514,三豐,Real Estate,Real Estate Services,-7.41,-4.2,-0.4,-17.7,-14.56,-4.91,66,21.6,22.16,21.32,1.12,-18.09,0.16,-8287.21,2.19,135.0
4722,國精化,Basic Materials,Specialty Chemicals,-7.46,2.49,-3.57,9.1,-8.4,-1.48,66,43.05,44.67,43.96,1.0,-8.85,2.51,4.39,38.675,17.15
8446,華研,Communication Services,Entertainment,-7.46,-2.04,-4.82,-20.3,-13.93,6.82,66,115.5,115.95,109.92,1.05,5.58,10.22,12.72,24.679,11.3
4406,新昕纖,Consumer Cyclical,Textile Manufacturing,-7.48,-7.51,-7.57,-15.6,-14.91,-7.69,66,11.05,10.67,10.64,2.9,-53.2,-0.77,-17.82,7.452,
6219,富旺,Real Estate,Real Estate—Diversified,-7.51,-2.39,21.9,9.15,34.41,29.24,66,38.4,45.48,43.21,0.4,142.78,2.24,24.94,26.751,17.14
2115,六暉-KY,Consumer Cyclical,Auto Parts,-7.51,-6.32,-5.92,-15.03,-18.58,-10.53,66,31.55,31.02,30.67,1.21,74.07,1.5,0.67,28.148,21.03
6189,豐藝,Technology,Electronics & Computer Distribution,-7.53,-5.54,5.3,23.98,48.05,17.78,66,81.2,85.98,89.09,0.38,-21.09,5.93,-6.01,172.263,13.69
6217,中探針,Technology,Electronic Components,-7.54,-5.51,-11.19,-2.18,-17.84,-15.19,66,46.45,43.92,45.18,1.05,-58.03,-1.84,-1.12,27.57,
1806,冠軍,Industrials,Building Products & Equipment,-7.61,-3.63,1.69,-3.28,-20.37,8.42,66,11.7,11.97,11.45,1.25,-607.74,0.06,-11.51,8.629,195.0
8463,潤泰材,Basic Materials,Building Materials,-7.65,-4.25,-7.63,-9.43,-11.43,-5.21,66,28.35,28.23,28.69,0.3,-92.75,1.02,-8.17,40.604,27.79
6613,朋億*,Industrials,Specialty Industrial Machinery,-7.74,-11.0,-11.07,0.75,26.89,16.53,66,173.5,158.75,181.42,1.53,-58.36,12.61,-12.69,133.092,13.76
4506,崇友,Industrials,Specialty Industrial Machinery,-7.75,-5.61,-2.64,-3.9,3.37,-0.8,66,100.0,100.35,104.91,0.88,-4.52,5.14,-12.67,29.15,19.46
911622,泰聚亨-DR,Basic Materials,Steel,-7.86,-4.98,-11.67,-12.36,-16.23,-5.83,66,5.55,5.34,5.32,2.31,-907.74,-0.03,-40.24,7.969,
4911,德英,Healthcare,Biotechnology,-7.9,-12.26,-13.1,-20.61,-19.61,-10.01,66,58.5,54.68,55.36,3.63,0.99,1.43,2.74,3.579,40.91
2009,第一銅,Basic Materials,Copper,-7.93,4.1,-5.02,14.75,10.33,-5.76,66,41.35,42.83,45.97,0.98,20.45,0.28,11.04,8.165,147.68
6637,醫影,Healthcare,Medical Distribution,-7.93,-15.19,-7.32,12.9,0.8,36.8,66,100.0,95.55,101.0,1.81,-6.78,5.46,-1.79,35.578,18.32
1454,台富,Consumer Cyclical,Textile Manufacturing,-7.96,-6.04,-2.73,-7.98,-17.47,-1.73,66,17.9,18.51,17.36,0.21,-16.08,0.25,-1.48,12.865,71.6
8182,加高,Technology,Scientific & Technical Instruments,-7.97,-7.9,-6.04,-10.59,-4.16,-2.07,66,36.35,35.78,35.72,0.47,-11.03,2.17,-10.59,27.057,16.75
6603,富強鑫,Industrials,Specialty Industrial Machinery,-8.06,-1.72,5.16,-12.98,-14.8,-10.74,66,18.3,19.79,18.29,0.26,372.25,0.3,6.59,27.117,61.0
6655,科定,Basic Materials,Lumber & Wood Production,-8.07,-4.65,8.18,-16.23,-15.23,-12.24,65,132.0,140.7,129.58,0.21,12.46,4.54,-7.5,32.896,29.07
5312,寶島科,Healthcare,Medical Instruments & Supplies,-8.16,-5.37,-3.27,-13.24,9.3,3.0,65,100.0,99.27,101.96,0.94,-23.67,7.76,-13.37,65.695,12.89
6548,長科*,Technology,Semiconductors,-8.17,-3.39,-3.52,-12.82,-17.02,-15.42,65,38.3,38.65,38.92,0.62,4.75,1.75,-6.92,12.22,21.89
4741,泓瀚,Basic Materials,Specialty Chemicals,-8.18,3.89,46.66,-17.03,-10.65,0.05,65,41.4,47.54,41.96,0.6,-16.16,2.18,-15.17,19.27,18.99
2542,興富發,Real Estate,Real Estate—Development,-8.19,-6.0,7.97,4.31,-13.64,-3.35,65,43.6,47.23,45.44,0.39,-14.84,1.06,-15.97,21.118,41.13
7556,意德士,Technology,Electronic Components,-8.2,-0.7,-2.52,-6.13,9.0,1.76,65,129.5,130.35,130.91,1.84,10.34,4.52,1.92,21.795,28.65
4930,燦星網,Consumer Cyclical,"Furnishings, Fixtures & Appliances",-8.21,-6.43,-10.27,-14.16,-2.87,16.72,65,34.5,32.83,33.48,1.5,-71.6,4.04,-8.81,95.534,8.54
1712,興農,Basic Materials,Agricultural Inputs,-8.21,-5.12,-4.45,-7.59,-11.53,-3.44,65,42.85,43.14,42.29,0.75,-28.2,2.42,-8.7,45.944,17.71
2049,上銀,Industrials,Tools & Accessories,-8.23,-14.04,-18.97,-23.35,1.82,-5.35,65,236.5,210.8,222.47,2.72,2.25,5.49,-7.06,67.851,43.08
2419,仲琦,Technology,Communication Equipment,-8.24,-12.32,-14.06,-24.66,-18.34,2.26,65,33.5,30.68,31.23,2.33,404.75,-0.25,6.95,25.942,
4961,天鈺,Technology,Semiconductors,-8.28,-7.94,-12.7,-16.63,-7.26,-6.42,65,272.5,260.35,260.63,1.54,17.87,15.91,9.83,103.582,17.13
5243,乙盛-KY,Technology,Electronic Components,-8.29,-4.72,-17.55,-11.33,-24.64,-15.61,65,62.7,60.16,60.49,1.03,1.35,2.74,0.38,68.083,22.88
3042,晶技,Technology,Electronic Components,-8.32,-9.18,-6.53,-10.79,-3.43,-1.86,65,111.5,110.15,111.18,0.69,-15.16,6.4,-11.04,38.102,17.42
4904,遠傳,Communication Services,Telecom Services,-8.34,-5.5,2.23,-9.09,-11.21,-0.54,65,87.3,90.23,85.65,0.71,-5.97,3.39,-10.61,29.117,25.75
3702A,大聯大甲特,Technology,Electronics & Computer Distribution,-8.34,-6.64,-7.12,-19.14,-15.73,-8.39,65,50.6,49.35,48.68,0.77,,7.21,-0.67,452.827,7.02
