Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
GPC,Consumer Cyclical,Auto Parts,93.47,93.47,92.96,92.0,101.98,97.49,18,11,46,18,137.24,0.28,138.58,144.1,1.17
MNST,Consumer Defensive,Beverages - Non-Alcoholic,93.39,93.39,92.61,87.15,95.36,109.2,17,4,16,71,51.31,0.4,49.32,53.22,1.09
MSFT,Technology,Software - Infrastructure,93.32,94.2,96.47,100.63,102.29,105.17,17,46,50,55,416.32,0.64,417.75,417.64,0.74
STZ,Consumer Defensive,Beverages - Brewers,93.29,93.51,93.49,94.49,98.73,99.69,17,19,27,26,241.06,0.29,246.22,252.18,0.97
WFC,Financial Services,Banks - Diversified,93.13,93.13,93.39,103.36,113.71,110.04,17,60,89,75,60.99,0.94,55.29,55.96,2.11
CPRT,Industrials,Specialty Business Services,92.95,92.95,92.15,96.06,104.51,101.75,17,25,61,37,55.92,0.86,51.77,52.65,0.84
DAL,Industrials,Airlines,92.9,92.9,90.12,107.29,115.48,104.99,16,79,91,54,51.33,0.91,44.13,45.08,0.91
AMD,Technology,Semiconductors,92.89,92.96,92.74,93.7,126.42,134.82,16,16,97,98,167.89,0.63,151.02,162.33,1.04
DOW,Basic Materials,Chemicals,92.86,92.86,91.69,92.96,100.9,99.11,16,14,39,24,53.78,0.5,52.81,55.01,1.04
MPC,Energy,Oil & Gas Refining & Marketing,92.66,92.66,91.69,92.31,115.33,111.46,16,12,91,79,164.26,0.29,168.63,174.57,0.65
CSGP,Real Estate,Real Estate Services,92.54,92.54,91.49,86.28,101.37,98.6,16,4,42,22,76.27,0.21,75.81,81.9,1.15
FANG,Energy,Oil & Gas E&P,92.46,92.54,95.45,102.8,116.32,105.73,15,57,92,57,194.96,0.75,187.08,186.86,0.62
MLM,Basic Materials,Building Materials,92.4,92.4,92.02,94.16,111.3,110.12,15,18,83,76,544.9,0.66,531.02,553.76,0.58
HST,Real Estate,REIT - Hotel & Motel,92.19,92.19,91.6,87.97,101.21,108.28,15,5,41,68,17.81,0.45,17.22,18.67,0.55
CNP,Utilities,Utilities - Regulated Electric,92.03,92.03,91.06,100.88,101.1,97.87,15,46,40,20,29.57,0.69,27.72,28.57,0.67
ZBH,Healthcare,Medical Devices,91.95,91.95,91.66,88.62,99.56,106.14,15,6,32,59,103.5,0.06,108.27,116.66,0.65
PARA,Communication Services,Entertainment,91.8,92.43,92.72,96.14,96.74,115.95,14,25,20,89,10.35,0.1,10.55,11.7,0.49
STLD,Basic Materials,Steel,91.72,91.72,90.6,92.97,108.84,106.34,14,15,76,61,129.86,0.62,119.67,126.86,0.55
PSX,Energy,Oil & Gas Refining & Marketing,91.56,91.56,90.6,90.31,111.49,110.02,14,9,84,75,136.35,0.42,133.11,141.91,0.52
NKE,Consumer Cyclical,Footwear & Accessories,91.37,91.37,88.45,86.18,88.68,103.86,14,4,3,47,82.15,0.21,81.47,90.74,0.8
APTV,Consumer Cyclical,Auto Parts,91.35,91.35,90.3,91.34,93.4,87.01,14,10,10,2,71.29,0.19,69.83,75.68,0.53
WYNN,Consumer Cyclical,Resorts & Casinos,91.31,91.31,86.97,87.43,101.75,101.75,13,5,45,37,104.75,0.92,82.92,92.26,0.84
FCX,Basic Materials,Copper,91.16,91.16,90.37,110.86,120.82,102.57,13,89,96,41,50.03,0.78,44.7,45.5,0.54
GOOGL,Communication Services,Internet Content & Information,91.13,92.23,96.56,113.51,113.6,97.44,13,92,88,18,163.24,0.6,161.44,159.91,0.61
GOOG,Communication Services,Internet Content & Information,91.11,92.23,96.58,113.46,113.55,97.27,13,92,88,17,164.52,0.59,162.87,161.35,0.62
COP,Energy,Oil & Gas E&P,91.05,91.05,90.16,92.22,101.63,93.61,13,11,44,8,110.49,0.26,108.89,114.98,1.0
BG,Consumer Defensive,Farm Products,90.88,91.75,94.32,101.86,103.56,96.43,12,51,56,15,96.97,0.37,97.54,100.23,0.5
CVX,Energy,Oil & Gas Integrated,90.75,90.75,90.15,96.36,99.54,93.61,12,26,32,8,151.42,0.43,145.47,152.91,0.66
ULTA,Consumer Cyclical,Specialty Retail,90.59,90.78,90.68,85.61,103.22,115.29,12,3,55,88,370.58,0.2,369.11,429.55,0.89
TROW,Financial Services,Asset Management,90.56,90.72,91.47,96.49,100.98,100.98,12,27,40,31,108.98,0.61,106.76,111.89,0.98
UPS,Industrials,Integrated Freight & Logistics,90.52,90.52,90.01,89.0,92.45,94.86,12,7,8,11,134.6,0.28,129.2,141.79,0.6
CRL,Healthcare,Diagnostics & Research,90.4,90.68,90.54,88.04,108.98,112.12,11,5,77,81,192.97,0.26,199.54,222.86,0.48
LKQ,Consumer Cyclical,Auto Parts,90.39,90.73,90.66,88.35,97.81,97.71,11,6,23,19,39.04,0.05,40.14,44.87,0.91
CMG,Consumer Cyclical,Restaurants,90.3,90.3,89.32,109.64,117.84,113.89,11,86,93,85,58.65,0.7,55.53,56.16,0.53
PCAR,Industrials,Farm & Heavy Construction Machinery,90.09,90.09,88.59,90.81,111.28,110.25,11,9,83,76,106.8,0.59,96.6,104.85,1.33
MCK,Healthcare,Medical Distribution,89.87,90.8,98.01,104.92,104.77,101.56,11,68,63,36,505.59,0.35,530.16,537.54,0.58
SLB,Energy,Oil & Gas Equipment & Services,89.83,89.83,89.05,88.93,93.07,89.78,10,7,9,3,44.78,0.25,43.12,47.62,0.79
NXPI,Technology,Semiconductors,89.82,90.78,94.84,107.86,107.29,105.55,10,81,71,56,238.1,0.56,239.47,245.94,0.49
MGM,Consumer Cyclical,Resorts & Casinos,89.69,90.14,91.11,92.97,97.83,106.72,10,15,24,62,39.66,0.41,37.73,41.63,0.47
MOS,Basic Materials,Agricultural Inputs,89.6,89.62,89.27,88.25,90.59,94.3,10,5,5,10,26.16,0.12,26.78,29.74,0.77
ALGN,Healthcare,Medical Instruments & Supplies,89.34,89.34,88.8,84.11,113.41,115.98,10,2,88,89,222.04,0.26,233.2,267.39,1.87
VLO,Energy,Oil & Gas Refining & Marketing,89.17,89.17,89.54,96.41,113.87,109.88,9,27,89,74,142.34,0.35,141.05,149.27,0.57
HES,Energy,Oil & Gas E&P,88.67,88.67,88.12,95.36,100.18,93.29,9,22,36,7,139.79,0.34,134.53,145.56,1.04
AMAT,Technology,Semiconductor Equipment & Materials,88.4,89.41,95.06,111.26,118.18,116.81,9,90,93,90,205.06,0.6,194.63,200.73,0.4
EQT,Energy,Oil & Gas E&P,88.37,88.37,86.75,100.74,103.37,87.41,9,46,56,2,37.41,0.5,33.75,36.4,0.72
CE,Basic Materials,Chemicals,88.24,88.24,87.1,88.81,103.17,109.93,9,7,55,75,136.18,0.39,128.87,145.07,0.53
NUE,Basic Materials,Steel,88.06,88.06,87.11,84.31,105.39,106.28,8,3,66,60,151.91,0.22,146.65,168.06,1.13
CDNS,Technology,Software - Application,87.8,88.07,90.73,96.03,104.73,104.55,8,24,63,51,282.39,0.54,268.4,288.25,0.75
WST,Healthcare,Medical Instruments & Supplies,87.77,87.77,87.6,86.09,100.16,98.04,8,4,35,21,294.91,0.13,300.17,340.67,3.15
WDC,Technology,Computer Hardware,87.68,88.63,91.51,115.64,122.02,117.05,8,95,96,91,64.88,0.63,63.79,65.93,0.81
MRK,Healthcare,Drug Manufacturers - General,87.6,88.28,89.76,98.54,104.59,105.85,8,36,62,58,109.73,0.29,114.53,122.78,0.93
DIS,Communication Services,Entertainment,87.39,87.39,86.34,90.25,113.06,111.2,8,9,87,78,94.13,0.34,90.83,100.78,0.78
APA,Energy,Oil & Gas E&P,87.29,87.37,88.45,89.49,92.15,88.56,7,8,7,3,27.07,0.19,26.67,30.14,0.68
QCOM,Technology,Semiconductors,87.2,88.11,93.77,116.81,118.72,114.1,7,95,94,85,169.98,0.53,167.53,172.89,0.47
DELL,Technology,Computer Hardware,87.03,87.03,90.39,131.61,152.74,131.68,7,98,99,98,127.73,0.55,111.25,114.51,0.66
SNPS,Technology,Software - Infrastructure,87.0,87.42,91.84,99.2,99.91,99.47,7,39,34,25,539.92,0.51,510.56,548.46,0.73
BA,Industrials,Aerospace & Defense,86.87,87.77,91.05,92.88,88.4,112.38,7,14,3,82,151.02,0.04,162.32,184.46,1.38
DVN,Energy,Oil & Gas E&P,86.61,86.61,88.19,96.18,106.23,94.26,6,25,68,10,42.96,0.31,42.33,45.86,0.79
SCHW,Financial Services,Capital Markets,86.49,86.51,87.89,103.33,108.42,113.7,6,60,75,85,67.68,0.62,64.09,68.34,0.92
F,Consumer Cyclical,Auto Manufacturers,86.49,88.03,89.8,97.26,102.41,100.15,6,31,50,29,10.72,0.21,10.61,11.92,0.61
CTRA,Energy,Oil & Gas E&P,86.43,86.43,86.56,96.96,101.64,91.95,6,29,44,5,24.89,0.32,23.83,25.94,0.58
BEN,Financial Services,Asset Management,86.23,86.41,86.35,85.91,95.04,110.71,6,3,13,77,20.11,0.09,20.6,24.22,0.91
HUM,Healthcare,Healthcare Plans,86.16,90.48,99.26,101.72,93.59,91.77,5,51,11,5,258.07,0.08,324.95,353.9,2.03
BIIB,Healthcare,Drug Manufacturers - General,86.09,87.38,91.23,98.17,95.33,91.17,5,35,16,4,188.38,0.07,198.16,219.13,1.36
MCHP,Technology,Semiconductors,85.66,86.12,87.69,100.91,102.98,101.14,5,47,53,33,77.98,0.25,77.95,86.38,0.6
OXY,Energy,Oil & Gas E&P,85.53,85.53,88.03,94.64,102.24,94.62,5,20,49,11,54.76,0.25,54.59,60.04,0.73
HAL,Energy,Oil & Gas Equipment & Services,84.89,84.89,84.19,89.09,98.54,91.46,5,7,26,5,30.82,0.19,30.18,34.56,0.55
ALB,Basic Materials,Specialty Chemicals,84.32,84.32,80.76,86.61,98.44,85.91,4,4,26,1,102.02,0.3,87.96,110.11,0.81
DPZ,Consumer Cyclical,Restaurants,83.66,83.66,86.23,106.23,111.67,106.07,4,74,84,58,429.67,0.47,421.94,457.05,1.89
ABNB,Consumer Cyclical,Travel Services,82.94,82.94,82.07,93.05,108.01,107.11,4,15,74,64,134.4,0.39,121.84,143.71,0.55
LRCX,Technology,Semiconductor Equipment & Materials,82.53,83.7,90.82,105.51,116.43,116.12,4,69,92,90,82.89,0.45,80.19,89.71,0.52
LULU,Consumer Cyclical,Apparel Retail,81.08,81.08,79.01,74.86,86.42,116.16,4,1,2,90,278.25,0.16,259.38,351.05,0.68
CRWD,Technology,Software - Infrastructure,80.18,80.18,86.01,111.56,123.57,133.19,3,90,96,98,320.21,0.67,267.59,306.12,0.91
MU,Technology,Semiconductors,79.84,79.9,87.77,124.47,135.15,117.42,3,98,98,91,106.92,0.48,96.69,106.68,0.74
EW,Healthcare,Medical Devices,79.79,80.39,83.88,97.72,112.29,111.28,3,33,85,79,68.13,0.24,66.95,80.9,0.64
LW,Consumer Defensive,Packaged Foods,79.73,79.73,77.56,84.75,90.91,112.62,3,3,5,83,71.35,0.32,63.5,84.47,0.49
EL,Consumer Defensive,Household & Personal Products,77.66,77.66,75.51,81.26,101.68,101.03,3,2,45,32,96.1,0.16,91.77,121.42,0.66
DG,Consumer Defensive,Discount Stores,73.21,74.32,78.9,88.34,107.35,117.43,2,6,72,91,82.49,0.03,98.04,128.2,1.38
INTC,Technology,Semiconductors,72.17,72.45,72.55,79.08,91.18,115.05,2,2,6,87,23.56,0.15,21.1,33.69,0.48
DLTR,Consumer Defensive,Discount Stores,71.05,71.73,75.07,81.35,98.33,111.21,2,2,26,79,68.94,0.06,80.86,113.62,0.57
DXCM,Healthcare,Medical Devices,68.27,68.33,70.01,90.44,108.81,139.3,2,9,76,98,69.21,0.07,70.23,109.37,0.87
WBA,Healthcare,Pharmaceutical Retailers,65.47,65.47,63.41,70.47,82.25,94.21,2,1,1,9,9.21,0.05,9.49,16.21,1.07
SMCI,Technology,Computer Hardware,65.22,66.92,78.9,118.73,286.29,279.58,1,96,99,99,47.8,0.25,49.0,71.18,0.49
MRNA,Healthcare,Biotechnology,62.71,65.28,76.53,122.63,128.6,109.36,1,97,97,72,58.29,0.01,73.64,104.18,1.23
